"ts","o","h","l","c","v"
"2024-01-02T17:00:00.0000000","2001.55","2003.05","2001.05","2002.05","0"
"2024-01-02T18:00:00.0000000","2001.6","2003.1","2001.1","2002.1","0"
"2024-01-02T19:00:00.0000000","2001.65","2003.15","2001.15","2002.15","0"
"2024-01-02T20:00:00.0000000","2001.7","2003.2","2001.2","2002.2","0"
"2024-01-02T21:00:00.0000000","2001.75","2003.25","2001.25","2002.25","0"
"2024-01-02T22:00:00.0000000","2001.8","2003.3","2001.3","2002.3","0"
"2024-01-02T23:00:00.0000000","2001.85","2003.35","2001.35","2002.35","0"
"2024-01-03T00:00:00.0000000","2001.9","2003.4","2001.4","2002.4","0"
"2024-01-03T01:00:00.0000000","2001.95","2003.45","2001.45","2002.45","0"
"2024-01-03T02:00:00.0000000","2002","2003.5","2001.5","2002.5","0"
"2024-01-03T03:00:00.0000000","2002.05","2003.55","2001.55","2002.55","0"
"2024-01-03T04:00:00.0000000","2002.1","2003.6","2001.6","2002.6","0"
"2024-01-03T05:00:00.0000000","2002.15","2003.65","2001.65","2002.65","0"
"2024-01-03T06:00:00.0000000","2002.2","2003.7","2001.7","2002.7","0"
"2024-01-03T07:00:00.0000000","2002.25","2003.75","2001.75","2002.75","0"
"2024-01-03T08:00:00.0000000","2002.3","2003.8","2001.8","2002.8","0"
"2024-01-03T09:00:00.0000000","2002.35","2003.85","2001.85","2002.85","0"
"2024-01-03T10:00:00.0000000","2002.4","2003.9","2001.9","2002.9","0"
"2024-01-03T11:00:00.0000000","2002.45","2003.95","2001.95","2002.95","0"
"2024-01-03T12:00:00.0000000","2002.5","2004","2002","2003","0"
"2024-01-03T13:00:00.0000000","2002.55","2004.05","2002.05","2003.05","0"
"2024-01-03T14:00:00.0000000","2002.6","2004.1","2002.1","2003.1","0"
"2024-01-03T15:00:00.0000000","2002.65","2004.15","2002.15","2003.15","0"
"2024-01-03T16:00:00.0000000","2002.7","2004.2","2002.2","2003.2","0"
"2024-01-03T17:00:00.0000000","2002.75","2004.25","2002.25","2003.25","0"
"2024-01-03T18:00:00.0000000","2002.8","2004.3","2002.3","2003.3","0"
"2024-01-03T19:00:00.0000000","2002.85","2004.35","2002.35","2003.35","0"
"2024-01-03T20:00:00.0000000","2002.9","2004.4","2002.4","2003.4","0"
"2024-01-03T21:00:00.0000000","2002.95","2004.45","2002.45","2003.45","0"
"2024-01-03T22:00:00.0000000","2003","2004.5","2002.5","2003.5","0"
"2024-01-03T23:00:00.0000000","2003.05","2004.55","2002.55","2003.55","0"
"2024-01-04T00:00:00.0000000","2003.1","2004.6","2002.6","2003.6","0"
"2024-01-04T01:00:00.0000000","2003.15","2004.65","2002.65","2003.65","0"
"2024-01-04T02:00:00.0000000","2003.2","2004.7","2002.7","2003.7","0"
"2024-01-04T03:00:00.0000000","2003.25","2004.75","2002.75","2003.75","0"
"2024-01-04T04:00:00.0000000","2003.3","2004.8","2002.8","2003.8","0"
"2024-01-04T05:00:00.0000000","2003.35","2004.85","2002.85","2003.85","0"
"2024-01-04T06:00:00.0000000","2003.4","2004.9","2002.9","2003.9","0"
"2024-01-04T07:00:00.0000000","2003.45","2004.95","2002.95","2003.95","0"
"2024-01-04T08:00:00.0000000","2003.5","2005","2003","2004","0"
"2024-01-04T09:00:00.0000000","2003.55","2005.05","2003.05","2004.05","0"
"2024-01-04T10:00:00.0000000","2003.6","2005.1","2003.1","2004.1","0"
"2024-01-04T11:00:00.0000000","2003.65","2005.15","2003.15","2004.15","0"
"2024-01-04T12:00:00.0000000","2003.7","2005.2","2003.2","2004.2","0"
"2024-01-04T13:00:00.0000000","2003.75","2005.25","2003.25","2004.25","0"
"2024-01-04T14:00:00.0000000","2003.8","2005.3","2003.3","2004.3","0"
"2024-01-04T15:00:00.0000000","2003.85","2005.35","2003.35","2004.35","0"
"2024-01-04T16:00:00.0000000","2003.9","2005.4","2003.4","2004.4","0"
"2024-01-04T17:00:00.0000000","2003.95","2005.45","2003.45","2004.45","0"
"2024-01-04T18:00:00.0000000","2004","2005.5","2003.5","2004.5","0"
"2024-01-04T19:00:00.0000000","2004.05","2005.55","2003.55","2004.55","0"
"2024-01-04T20:00:00.0000000","2004.1","2005.6","2003.6","2004.6","0"
"2024-01-04T21:00:00.0000000","2004.15","2005.65","2003.65","2004.65","0"
"2024-01-04T22:00:00.0000000","2004.2","2005.7","2003.7","2004.7","0"
"2024-01-04T23:00:00.0000000","2004.25","2005.75","2003.75","2004.75","0"
"2024-01-05T00:00:00.0000000","2004.3","2005.8","2003.8","2004.8","0"
"2024-01-05T01:00:00.0000000","2004.35","2005.85","2003.85","2004.85","0"
"2024-01-05T02:00:00.0000000","2004.4","2005.9","2003.9","2004.9","0"
"2024-01-05T03:00:00.0000000","2004.45","2005.95","2003.95","2004.95","0"
"2024-01-05T04:00:00.0000000","2004.5","2006","2004","2005","0"
"2024-01-05T05:00:00.0000000","2004.55","2006.05","2004.05","2005.05","0"
"2024-01-05T06:00:00.0000000","2004.6","2006.1","2004.1","2005.1","0"
"2024-01-05T07:00:00.0000000","2004.65","2006.15","2004.15","2005.15","0"
"2024-01-05T08:00:00.0000000","2004.7","2006.2","2004.2","2005.2","0"
"2024-01-05T09:00:00.0000000","2004.75","2006.25","2004.25","2005.25","0"
"2024-01-05T10:00:00.0000000","2004.8","2006.3","2004.3","2005.3","0"
"2024-01-05T11:00:00.0000000","2004.85","2006.35","2004.35","2005.35","0"
"2024-01-05T12:00:00.0000000","2004.9","2006.4","2004.4","2005.4","0"
"2024-01-05T13:00:00.0000000","2004.95","2006.45","2004.45","2005.45","0"
"2024-01-05T14:00:00.0000000","2005","2006.5","2004.5","2005.5","0"
"2024-01-05T15:00:00.0000000","2005.05","2006.55","2004.55","2005.55","0"
"2024-01-05T16:00:00.0000000","2005.1","2006.6","2004.6","2005.6","0"
"2024-01-05T17:00:00.0000000","2005.15","2006.65","2004.65","2005.65","0"
"2024-01-05T18:00:00.0000000","2005.2","2006.7","2004.7","2005.7","0"
"2024-01-05T19:00:00.0000000","2005.25","2006.75","2004.75","2005.75","0"
"2024-01-05T20:00:00.0000000","2005.3","2006.8","2004.8","2005.8","0"
"2024-01-05T21:00:00.0000000","2005.35","2006.85","2004.85","2005.85","0"
"2024-01-05T22:00:00.0000000","2005.4","2006.9","2004.9","2005.9","0"
"2024-01-05T23:00:00.0000000","2005.45","2006.95","2004.95","2005.95","0"
"2024-01-06T00:00:00.0000000","2005.5","2007","2005","2006","0"
"2024-01-06T01:00:00.0000000","2005.55","2007.05","2005.05","2006.05","0"
"2024-01-06T02:00:00.0000000","2005.6","2007.1","2005.1","2006.1","0"
"2024-01-06T03:00:00.0000000","2005.65","2007.15","2005.15","2006.15","0"
"2024-01-06T04:00:00.0000000","2005.7","2007.2","2005.2","2006.2","0"
"2024-01-06T05:00:00.0000000","2005.75","2007.25","2005.25","2006.25","0"
"2024-01-06T06:00:00.0000000","2005.8","2007.3","2005.3","2006.3","0"
"2024-01-06T07:00:00.0000000","2005.85","2007.35","2005.35","2006.35","0"
"2024-01-06T08:00:00.0000000","2005.9","2007.4","2005.4","2006.4","0"
"2024-01-06T09:00:00.0000000","2005.95","2007.45","2005.45","2006.45","0"
"2024-01-06T10:00:00.0000000","2006","2007.5","2005.5","2006.5","0"
"2024-01-06T11:00:00.0000000","2006.05","2007.55","2005.55","2006.55","0"
"2024-01-06T12:00:00.0000000","2006.1","2007.6","2005.6","2006.6","0"
"2024-01-06T13:00:00.0000000","2006.15","2007.65","2005.65","2006.65","0"
"2024-01-06T14:00:00.0000000","2006.2","2007.7","2005.7","2006.7","0"
"2024-01-06T15:00:00.0000000","2006.25","2007.75","2005.75","2006.75","0"
"2024-01-06T16:00:00.0000000","2006.3","2007.8","2005.8","2006.8","0"
"2024-01-06T17:00:00.0000000","2006.35","2007.85","2005.85","2006.85","0"
"2024-01-06T18:00:00.0000000","2006.4","2007.9","2005.9","2006.9","0"
"2024-01-06T19:00:00.0000000","2006.45","2007.95","2005.95","2006.95","0"
"2024-01-06T20:00:00.0000000","2006.5","2008","2006","2007","0"
"2024-01-06T21:00:00.0000000","2006.55","2008.05","2006.05","2007.05","0"
"2024-01-06T22:00:00.0000000","2006.6","2008.1","2006.1","2007.1","0"
"2024-01-06T23:00:00.0000000","2006.65","2008.15","2006.15","2007.15","0"
"2024-01-07T00:00:00.0000000","2006.7","2008.2","2006.2","2007.2","0"
"2024-01-07T01:00:00.0000000","2006.75","2008.25","2006.25","2007.25","0"
"2024-01-07T02:00:00.0000000","2006.8","2008.3","2006.3","2007.3","0"
"2024-01-07T03:00:00.0000000","2006.85","2008.35","2006.35","2007.35","0"
"2024-01-07T04:00:00.0000000","2006.9","2008.4","2006.4","2007.4","0"
"2024-01-07T05:00:00.0000000","2006.95","2008.45","2006.45","2007.45","0"
"2024-01-07T06:00:00.0000000","2007","2008.5","2006.5","2007.5","0"
"2024-01-07T07:00:00.0000000","2007.05","2008.55","2006.55","2007.55","0"
"2024-01-07T08:00:00.0000000","2007.1","2008.6","2006.6","2007.6","0"
"2024-01-07T09:00:00.0000000","2007.15","2008.65","2006.65","2007.65","0"
"2024-01-07T10:00:00.0000000","2007.2","2008.7","2006.7","2007.7","0"
"2024-01-07T11:00:00.0000000","2007.25","2008.75","2006.75","2007.75","0"
"2024-01-07T12:00:00.0000000","2007.3","2008.8","2006.8","2007.8","0"
"2024-01-07T13:00:00.0000000","2007.35","2008.85","2006.85","2007.85","0"
"2024-01-07T14:00:00.0000000","2007.4","2008.9","2006.9","2007.9","0"
"2024-01-07T15:00:00.0000000","2007.45","2008.95","2006.95","2007.95","0"
"2024-01-07T16:00:00.0000000","2007.5","2009","2007","2008","0"
"2024-01-07T17:00:00.0000000","2007.55","2009.05","2007.05","2008.05","0"
"2024-01-07T18:00:00.0000000","2007.6","2009.1","2007.1","2008.1","0"
"2024-01-07T19:00:00.0000000","2007.65","2009.15","2007.15","2008.15","0"
"2024-01-07T20:00:00.0000000","2007.7","2009.2","2007.2","2008.2","0"
"2024-01-07T21:00:00.0000000","2007.75","2009.25","2007.25","2008.25","0"
"2024-01-07T22:00:00.0000000","2007.8","2009.3","2007.3","2008.3","0"
"2024-01-07T23:00:00.0000000","2007.85","2009.35","2007.35","2008.35","0"
"2024-01-08T00:00:00.0000000","2007.9","2009.4","2007.4","2008.4","0"
"2024-01-08T01:00:00.0000000","2007.95","2009.45","2007.45","2008.45","0"
"2024-01-08T02:00:00.0000000","2008","2009.5","2007.5","2008.5","0"
"2024-01-08T03:00:00.0000000","2008.05","2009.55","2007.55","2008.55","0"
"2024-01-08T04:00:00.0000000","2008.1","2009.6","2007.6","2008.6","0"
"2024-01-08T05:00:00.0000000","2008.15","2009.65","2007.65","2008.65","0"
"2024-01-08T06:00:00.0000000","2008.2","2009.7","2007.7","2008.7","0"
"2024-01-08T07:00:00.0000000","2008.25","2009.75","2007.75","2008.75","0"
"2024-01-08T08:00:00.0000000","2008.3","2009.8","2007.8","2008.8","0"
"2024-01-08T09:00:00.0000000","2008.35","2009.85","2007.85","2008.85","0"
"2024-01-08T10:00:00.0000000","2008.4","2009.9","2007.9","2008.9","0"
"2024-01-08T11:00:00.0000000","2008.45","2009.95","2007.95","2008.95","0"
"2024-01-08T12:00:00.0000000","2008.5","2010","2008","2009","0"
"2024-01-08T13:00:00.0000000","2008.55","2010.05","2008.05","2009.05","0"
"2024-01-08T14:00:00.0000000","2008.6","2010.1","2008.1","2009.1","0"
"2024-01-08T15:00:00.0000000","2008.65","2010.15","2008.15","2009.15","0"
"2024-01-08T16:00:00.0000000","2008.7","2010.2","2008.2","2009.2","0"
"2024-01-08T17:00:00.0000000","2008.75","2010.25","2008.25","2009.25","0"
"2024-01-08T18:00:00.0000000","2008.8","2010.3","2008.3","2009.3","0"
"2024-01-08T19:00:00.0000000","2008.85","2010.35","2008.35","2009.35","0"
"2024-01-08T20:00:00.0000000","2008.9","2010.4","2008.4","2009.4","0"
"2024-01-08T21:00:00.0000000","2008.95","2010.45","2008.45","2009.45","0"
"2024-01-08T22:00:00.0000000","2009","2010.5","2008.5","2009.5","0"
"2024-01-08T23:00:00.0000000","2009.05","2010.55","2008.55","2009.55","0"
"2024-01-09T00:00:00.0000000","2009.1","2010.6","2008.6","2009.6","0"
"2024-01-09T01:00:00.0000000","2009.15","2010.65","2008.65","2009.65","0"
"2024-01-09T02:00:00.0000000","2009.2","2010.7","2008.7","2009.7","0"
"2024-01-09T03:00:00.0000000","2009.25","2010.75","2008.75","2009.75","0"
"2024-01-09T04:00:00.0000000","2009.3","2010.8","2008.8","2009.8","0"
"2024-01-09T05:00:00.0000000","2009.35","2010.85","2008.85","2009.85","0"
"2024-01-09T06:00:00.0000000","2009.4","2010.9","2008.9","2009.9","0"
"2024-01-09T07:00:00.0000000","2009.45","2010.95","2008.95","2009.95","0"
"2024-01-09T08:00:00.0000000","2009.5","2011","2009","2010","0"
"2024-01-09T09:00:00.0000000","2009.55","2011.05","2009.05","2010.05","0"
"2024-01-09T10:00:00.0000000","2009.6","2011.1","2009.1","2010.1","0"
"2024-01-09T11:00:00.0000000","2009.65","2011.15","2009.15","2010.15","0"
"2024-01-09T12:00:00.0000000","2009.7","2011.2","2009.2","2010.2","0"
"2024-01-09T13:00:00.0000000","2009.75","2011.25","2009.25","2010.25","0"
"2024-01-09T14:00:00.0000000","2009.8","2011.3","2009.3","2010.3","0"
"2024-01-09T15:00:00.0000000","2009.85","2011.35","2009.35","2010.35","0"
"2024-01-09T16:00:00.0000000","2009.9","2011.4","2009.4","2010.4","0"
"2024-01-09T17:00:00.0000000","2009.95","2011.45","2009.45","2010.45","0"
"2024-01-09T18:00:00.0000000","2010","2011.5","2009.5","2010.5","0"
"2024-01-09T19:00:00.0000000","2010.05","2011.55","2009.55","2010.55","0"
"2024-01-09T20:00:00.0000000","2010.1","2011.6","2009.6","2010.6","0"
"2024-01-09T21:00:00.0000000","2010.15","2011.65","2009.65","2010.65","0"
"2024-01-09T22:00:00.0000000","2010.2","2011.7","2009.7","2010.7","0"
"2024-01-09T23:00:00.0000000","2010.25","2011.75","2009.75","2010.75","0"
"2024-01-10T00:00:00.0000000","2010.3","2011.8","2009.8","2010.8","0"
"2024-01-10T01:00:00.0000000","2010.35","2011.85","2009.85","2010.85","0"
"2024-01-10T02:00:00.0000000","2010.4","2011.9","2009.9","2010.9","0"
"2024-01-10T03:00:00.0000000","2010.45","2011.95","2009.95","2010.95","0"
"2024-01-10T04:00:00.0000000","2010.5","2012","2010","2011","0"
"2024-01-10T05:00:00.0000000","2010.55","2012.05","2010.05","2011.05","0"
"2024-01-10T06:00:00.0000000","2010.6","2012.1","2010.1","2011.1","0"
"2024-01-10T07:00:00.0000000","2010.65","2012.15","2010.15","2011.15","0"
"2024-01-10T08:00:00.0000000","2010.7","2012.2","2010.2","2011.2","0"
"2024-01-10T09:00:00.0000000","2010.75","2012.25","2010.25","2011.25","0"
"2024-01-10T10:00:00.0000000","2010.8","2012.3","2010.3","2011.3","0"
"2024-01-10T11:00:00.0000000","2010.85","2012.35","2010.35","2011.35","0"
"2024-01-10T12:00:00.0000000","2010.9","2012.4","2010.4","2011.4","0"
"2024-01-10T13:00:00.0000000","2010.95","2012.45","2010.45","2011.45","0"
"2024-01-10T14:00:00.0000000","2011","2012.5","2010.5","2011.5","0"
"2024-01-10T15:00:00.0000000","2011.05","2012.55","2010.55","2011.55","0"
"2024-01-10T16:00:00.0000000","2011.1","2012.6","2010.6","2011.6","0"
"2024-01-10T17:00:00.0000000","2011.15","2012.65","2010.65","2011.65","0"
"2024-01-10T18:00:00.0000000","2011.2","2012.7","2010.7","2011.7","0"
"2024-01-10T19:00:00.0000000","2011.25","2012.75","2010.75","2011.75","0"
"2024-01-10T20:00:00.0000000","2011.3","2012.8","2010.8","2011.8","0"
"2024-01-10T21:00:00.0000000","2011.35","2012.85","2010.85","2011.85","0"
"2024-01-10T22:00:00.0000000","2011.4","2012.9","2010.9","2011.9","0"
"2024-01-10T23:00:00.0000000","2011.45","2012.95","2010.95","2011.95","0"
"2024-01-11T00:00:00.0000000","2011.5","2013","2011","2012","0"
"2024-01-11T01:00:00.0000000","2011.55","2013.05","2011.05","2012.05","0"
"2024-01-11T02:00:00.0000000","2011.6","2013.1","2011.1","2012.1","0"
"2024-01-11T03:00:00.0000000","2011.65","2013.15","2011.15","2012.15","0"
"2024-01-11T04:00:00.0000000","2011.7","2013.2","2011.2","2012.2","0"
"2024-01-11T05:00:00.0000000","2011.75","2013.25","2011.25","2012.25","0"
"2024-01-11T06:00:00.0000000","2011.8","2013.3","2011.3","2012.3","0"
"2024-01-11T07:00:00.0000000","2011.85","2013.35","2011.35","2012.35","0"
"2024-01-11T08:00:00.0000000","2011.9","2013.4","2011.4","2012.4","0"
"2024-01-11T09:00:00.0000000","2011.95","2013.45","2011.45","2012.45","0"
"2024-01-11T10:00:00.0000000","2012","2013.5","2011.5","2012.5","0"
"2024-01-11T11:00:00.0000000","2012.05","2013.55","2011.55","2012.55","0"
"2024-01-11T12:00:00.0000000","2012.1","2013.6","2011.6","2012.6","0"
"2024-01-11T13:00:00.0000000","2012.15","2013.65","2011.65","2012.65","0"
"2024-01-11T14:00:00.0000000","2012.2","2013.7","2011.7","2012.7","0"
"2024-01-11T15:00:00.0000000","2012.25","2013.75","2011.75","2012.75","0"
"2024-01-11T16:00:00.0000000","2012.3","2013.8","2011.8","2012.8","0"
"2024-01-11T17:00:00.0000000","2012.35","2013.85","2011.85","2012.85","0"
"2024-01-11T18:00:00.0000000","2012.4","2013.9","2011.9","2012.9","0"
"2024-01-11T19:00:00.0000000","2012.45","2013.95","2011.95","2012.95","0"
"2024-01-11T20:00:00.0000000","2012.5","2014","2012","2013","0"
"2024-01-11T21:00:00.0000000","2012.55","2014.05","2012.05","2013.05","0"
"2024-01-11T22:00:00.0000000","2012.6","2014.1","2012.1","2013.1","0"
"2024-01-11T23:00:00.0000000","2012.65","2014.15","2012.15","2013.15","0"
"2024-01-12T00:00:00.0000000","2012.7","2014.2","2012.2","2013.2","0"
"2024-01-12T01:00:00.0000000","2012.75","2014.25","2012.25","2013.25","0"
"2024-01-12T02:00:00.0000000","2012.8","2014.3","2012.3","2013.3","0"
"2024-01-12T03:00:00.0000000","2012.85","2014.35","2012.35","2013.35","0"
"2024-01-12T04:00:00.0000000","2012.9","2014.4","2012.4","2013.4","0"
"2024-01-12T05:00:00.0000000","2012.95","2014.45","2012.45","2013.45","0"
"2024-01-12T06:00:00.0000000","2013","2014.5","2012.5","2013.5","0"
"2024-01-12T07:00:00.0000000","2013.05","2014.55","2012.55","2013.55","0"
"2024-01-12T08:00:00.0000000","2013.1","2014.6","2012.6","2013.6","0"
"2024-01-12T09:00:00.0000000","2013.15","2014.65","2012.65","2013.65","0"
"2024-01-12T10:00:00.0000000","2013.2","2014.7","2012.7","2013.7","0"
"2024-01-12T11:00:00.0000000","2013.25","2014.75","2012.75","2013.75","0"
"2024-01-12T12:00:00.0000000","2013.3","2014.8","2012.8","2013.8","0"
"2024-01-12T13:00:00.0000000","2013.35","2014.85","2012.85","2013.85","0"
"2024-01-12T14:00:00.0000000","2013.4","2014.9","2012.9","2013.9","0"
"2024-01-12T15:00:00.0000000","2013.45","2014.95","2012.95","2013.95","0"
"2024-01-12T16:00:00.0000000","2013.5","2015","2013","2014","0"
"2024-01-12T17:00:00.0000000","2013.55","2015.05","2013.05","2014.05","0"
"2024-01-12T18:00:00.0000000","2013.6","2015.1","2013.1","2014.1","0"
"2024-01-12T19:00:00.0000000","2013.65","2015.15","2013.15","2014.15","0"
"2024-01-12T20:00:00.0000000","2013.7","2015.2","2013.2","2014.2","0"
"2024-01-12T21:00:00.0000000","2013.75","2015.25","2013.25","2014.25","0"
"2024-01-12T22:00:00.0000000","2013.8","2015.3","2013.3","2014.3","0"
"2024-01-12T23:00:00.0000000","2013.85","2015.35","2013.35","2014.35","0"
"2024-01-13T00:00:00.0000000","2013.9","2015.4","2013.4","2014.4","0"
"2024-01-13T01:00:00.0000000","2013.95","2015.45","2013.45","2014.45","0"
"2024-01-13T02:00:00.0000000","2014","2015.5","2013.5","2014.5","0"
"2024-01-13T03:00:00.0000000","2014.05","2015.55","2013.55","2014.55","0"
"2024-01-13T04:00:00.0000000","2014.1","2015.6","2013.6","2014.6","0"
"2024-01-13T05:00:00.0000000","2014.15","2015.65","2013.65","2014.65","0"
"2024-01-13T06:00:00.0000000","2014.2","2015.7","2013.7","2014.7","0"
"2024-01-13T07:00:00.0000000","2014.25","2015.75","2013.75","2014.75","0"
"2024-01-13T08:00:00.0000000","2014.3","2015.8","2013.8","2014.8","0"
"2024-01-13T09:00:00.0000000","2014.35","2015.85","2013.85","2014.85","0"
"2024-01-13T10:00:00.0000000","2014.4","2015.9","2013.9","2014.9","0"
"2024-01-13T11:00:00.0000000","2014.45","2015.95","2013.95","2014.95","0"
"2024-01-13T12:00:00.0000000","2014.5","2016","2014","2015","0"
"2024-01-13T13:00:00.0000000","2014.55","2016.05","2014.05","2015.05","0"
"2024-01-13T14:00:00.0000000","2014.6","2016.1","2014.1","2015.1","0"
"2024-01-13T15:00:00.0000000","2014.65","2016.15","2014.15","2015.15","0"
"2024-01-13T16:00:00.0000000","2014.7","2016.2","2014.2","2015.2","0"
"2024-01-13T17:00:00.0000000","2014.75","2016.25","2014.25","2015.25","0"
"2024-01-13T18:00:00.0000000","2014.8","2016.3","2014.3","2015.3","0"
"2024-01-13T19:00:00.0000000","2014.85","2016.35","2014.35","2015.35","0"
"2024-01-13T20:00:00.0000000","2014.9","2016.4","2014.4","2015.4","0"
"2024-01-13T21:00:00.0000000","2014.95","2016.45","2014.45","2015.45","0"
"2024-01-13T22:00:00.0000000","2015","2016.5","2014.5","2015.5","0"
"2024-01-13T23:00:00.0000000","2015.05","2016.55","2014.55","2015.55","0"
"2024-01-14T00:00:00.0000000","2015.1","2016.6","2014.6","2015.6","0"
"2024-01-14T01:00:00.0000000","2015.15","2016.65","2014.65","2015.65","0"
"2024-01-14T02:00:00.0000000","2015.2","2016.7","2014.7","2015.7","0"
"2024-01-14T03:00:00.0000000","2015.25","2016.75","2014.75","2015.75","0"
"2024-01-14T04:00:00.0000000","2015.3","2016.8","2014.8","2015.8","0"
"2024-01-14T05:00:00.0000000","2015.35","2016.85","2014.85","2015.85","0"
"2024-01-14T06:00:00.0000000","2015.4","2016.9","2014.9","2015.9","0"
"2024-01-14T07:00:00.0000000","2015.45","2016.95","2014.95","2015.95","0"
"2024-01-14T08:00:00.0000000","2015.5","2017","2015","2016","0"
"2024-01-14T09:00:00.0000000","2015.55","2017.05","2015.05","2016.05","0"
"2024-01-14T10:00:00.0000000","2015.6","2017.1","2015.1","2016.1","0"
"2024-01-14T11:00:00.0000000","2015.65","2017.15","2015.15","2016.15","0"
"2024-01-14T12:00:00.0000000","2015.7","2017.2","2015.2","2016.2","0"
"2024-01-14T13:00:00.0000000","2015.75","2017.25","2015.25","2016.25","0"
"2024-01-14T14:00:00.0000000","2015.8","2017.3","2015.3","2016.3","0"
"2024-01-14T15:00:00.0000000","2015.85","2017.35","2015.35","2016.35","0"
"2024-01-14T16:00:00.0000000","2015.9","2017.4","2015.4","2016.4","0"
"2024-01-14T17:00:00.0000000","2015.95","2017.45","2015.45","2016.45","0"
"2024-01-14T18:00:00.0000000","2016","2017.5","2015.5","2016.5","0"
"2024-01-14T19:00:00.0000000","2016.05","2017.55","2015.55","2016.55","0"
"2024-01-14T20:00:00.0000000","2016.1","2017.6","2015.6","2016.6","0"
"2024-01-14T21:00:00.0000000","2016.15","2017.65","2015.65","2016.65","0"
"2024-01-14T22:00:00.0000000","2016.2","2017.7","2015.7","2016.7","0"
"2024-01-14T23:00:00.0000000","2016.25","2017.75","2015.75","2016.75","0"
"2024-01-15T00:00:00.0000000","2016.3","2017.8","2015.8","2016.8","0"
"2024-01-15T01:00:00.0000000","2016.35","2017.85","2015.85","2016.85","0"
"2024-01-15T02:00:00.0000000","2016.4","2017.9","2015.9","2016.9","0"
"2024-01-15T03:00:00.0000000","2016.45","2017.95","2015.95","2016.95","0"
"2024-01-15T04:00:00.0000000","2016.5","2018","2016","2017","0"
"2024-01-15T05:00:00.0000000","2016.55","2018.05","2016.05","2017.05","0"
"2024-01-15T06:00:00.0000000","2016.6","2018.1","2016.1","2017.1","0"
"2024-01-15T07:00:00.0000000","2016.65","2018.15","2016.15","2017.15","0"
"2024-01-15T08:00:00.0000000","2016.7","2018.2","2016.2","2017.2","0"
